Pathway identifier,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-HSA-6796648,"TP53 Regulates Transcription of DNA Repair Genes",0,89,1,134,0.006330464471157266,0.9217516805992546,0.9217516805992546,3,17,0.0014185580774365822,9606,Homo sapiens,"","",ATXN1,O75909,"R-HSA-6796647;R-HSA-6797090;R-HSA-6797100"
R-HSA-5654689,"PI-3K cascade:FGFR1",0,28,2,190,0.0019916067999146453,0.9217516805992546,0.9217516805992546,1,7,5.841121495327102E-4,9606,Homo sapiens,"","",INSR;IGF1R,P27986,"R-HSA-177931"
R-HSA-3232142,"SUMOylation of ubiquitinylation proteins",0,43,3,178,0.003058539014154634,0.9226785021112208,0.9226785021112208,3,3,2.5033377837116157E-4,9606,Homo sapiens,"","",SATB1;GLI1;IGF1R,P40337;Q00987;P63279,"R-HSA-5228523;R-HSA-4551721;R-HSA-3000434"
R-HSA-450604,"KSRP (KHSRP) binds and destabilizes mRNA",0,20,5,199,0.001422576285653318,0.9226785021112208,0.9226785021112208,2,5,4.1722296395193593E-4,9606,Homo sapiens,"","",ASXL1;ATXN1;GCH1;FOXO1;RALGPS2,P31749;P63104,"R-HSA-450499;R-HSA-450620"
R-HSA-8857538,"PTK6 promotes HIF1A stabilization",0,9,1,211,6.401593285439932E-4,0.9226785021112208,0.9226785021112208,1,5,4.1722296395193593E-4,9606,Homo sapiens,"","",MEIS2,Q13882,"R-HSA-8857565"
R-HSA-5357801,"Programmed Cell Death",7,195,11,802,0.013870118785119852,0.9227021310411525,0.9227021310411525,63,152,0.012683578104138851,9606,Homo sapiens,"DFFB;TFDP2;SATB1;DLC1;BCL2;TP63","P63167;P10415;ENSG00000171791;Q01826;Q14188;Q9H3D4;O76075",DFFB;EGR1;JUP;PPP2R1B;SATB1;DLC1;BCL2;CCDC50;RUNX1T1;EPHA2;IGF1R,Q13546;Q96LC9;O43521;P51572;P25054;Q16611;P10415;Q13794;Q92934;P55957;P15924;Q07812;Q13490;P98170;Q9NR28;Q9BXH1;Q9Y6E0;O00273;Q05397;P35222,"R-HSA-139906;R-HSA-114307;R-HSA-139905;R-HSA-508163;R-HSA-211207;R-HSA-211206;R-HSA-139908;R-HSA-139909;R-HSA-139914;R-HSA-352268;R-HSA-139913;R-HSA-139918;R-HSA-139919;R-HSA-4331340;R-HSA-139917;R-HSA-168848;R-HSA-139920;R-HSA-351894;R-HSA-168849;R-HSA-351901;R-HSA-211224;R-HSA-201634;R-HSA-211239;R-HSA-201636;R-HSA-9029667;R-HSA-211247;R-HSA-114352;R-HSA-140214;R-HSA-141367;R-HSA-140216;R-HSA-140217;R-HSA-140221;R-HSA-202947;R-HSA-9627350;R-HSA-198347;R-HSA-351948;R-HSA-114252;R-HSA-351947;R-HSA-202960;R-HSA-114261;R-HSA-9627078;R-HSA-5357828;R-HSA-114263;R-HSA-5213462;R-HSA-114264;R-HSA-202969;R-HSA-114275;R-HSA-6790025;R-HSA-9627106;R-HSA-9627107;R-HSA-211186;R-HSA-9627104;R-HSA-211191;R-HSA-139895;R-HSA-211190;R-HSA-139893;R-HSA-139898;R-HSA-139899;R-HSA-211193;R-HSA-9627369;R-HSA-139897;R-HSA-4331327;R-HSA-4331324"
R-HSA-6798695,"Neutrophil degranulation",3,480,0,0,0.034141830855679636,0.9233517309386922,0.9233517309386922,4,10,8.344459279038719E-4,9606,Homo sapiens,"JUP;DLC1;CHI3L1","",,,"R-HSA-6800434;R-HSA-6798749;R-HSA-6798747;R-HSA-6800426"
R-HSA-450385,"Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA",0,19,4,202,0.0013514474713706523,0.9235943919384314,0.9235943919384314,3,6,5.006675567423231E-4,9606,Homo sapiens,"","",ASXL1;FOXO1;IGF1R;RALGPS2,P31749;P31946,"R-HSA-450406;R-HSA-482788;R-HSA-450490"
R-HSA-9020956,"Interleukin-27 signaling",0,13,2,208,9.246745856746568E-4,0.9235943919384314,0.9235943919384314,4,20,0.0016688918558077437,9606,Homo sapiens,"","",LIF;BICD1,P40763;P40189,"R-HSA-8950441;R-HSA-8950782;R-HSA-1067646;R-HSA-8950518"
R-HSA-5654732,"Negative regulation of FGFR3 signaling",0,34,4,188,0.0024183796856106408,0.9235943919384314,0.9235943919384314,2,14,0.0011682242990654205,9606,Homo sapiens,"","",INSR;RUNX1T1;CREB5;IGF1R,O43597;Q06124,"R-HSA-1295604;R-HSA-1549564"
R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",0,102,1,129,0.007255139056831923,0.9235943919384314,0.9235943919384314,2,16,0.0013351134846461949,9606,Homo sapiens,"","",STK38L,P55735,"R-HSA-983422;R-HSA-983425"
R-HSA-390918,"Peroxisomal lipid metabolism",0,90,1,128,0.006401593285439932,0.9235943919384314,0.9235943919384314,2,35,0.0029205607476635513,9606,Homo sapiens,"","",EMP1,Q08426,"R-HSA-6809264;R-HSA-6809263"
R-HSA-2173782,"Binding and Uptake of Ligands by Scavenger Receptors",1,167,0,51,0.011878511985205207,0.9235943919384314,0.9235943919384314,1,33,0.002753671562082777,9606,Homo sapiens,"COL1A1","",,,"R-HSA-3221843"
R-HSA-4570464,"SUMOylation of RNA binding proteins",0,51,2,172,0.0036275695284159614,0.9244994784735086,0.9244994784735086,4,4,3.337783711615487E-4,9606,Homo sapiens,"","",SATB1;QKI,P61978;P63279,"R-HSA-4570467;R-HSA-4570499;R-HSA-4570493;R-HSA-4570489"
R-HSA-73762,"RNA Polymerase I Transcription Initiation",0,50,2,179,0.0035564407141332956,0.9244994784735086,0.9244994784735086,1,6,5.006675567423231E-4,9606,Homo sapiens,"","",USP54;CGGBP1,O15160,"R-HSA-73865"
R-HSA-5654733,"Negative regulation of FGFR4 signaling",0,35,4,188,0.002489508499893307,0.9244994784735086,0.9244994784735086,2,14,0.0011682242990654205,9606,Homo sapiens,"","",INSR;RUNX1T1;CREB5;IGF1R,O43597;Q06124,"R-HSA-1295604;R-HSA-1549564"
R-HSA-5654695,"PI-3K cascade:FGFR2",0,31,2,190,0.002204993242762643,0.9244994784735086,0.9244994784735086,1,7,5.841121495327102E-4,9606,Homo sapiens,"","",INSR;IGF1R,P27986,"R-HSA-177931"
R-HSA-180024,"DARPP-32 events",1,35,0,188,0.002489508499893307,0.9244994784735086,0.9244994784735086,1,11,9.17890520694259E-4,9606,Homo sapiens,"PPP2R1B","",,,"R-HSA-201790"
R-HSA-2559580,"Oxidative Stress Induced Senescence",2,114,7,265,0.008108684828223913,0.9250424365736816,0.9250424365736816,17,39,0.0032543391188251,9606,Homo sapiens,"H3F3B;TFDP2;H3F3A","P84243;Q14188",ASXL1;EGR1;H3F3B;H3F3A;JARID2;ETS1;CREB5;BPTF,Q15910;P01100;P05412;Q09028;Q8N726;O75530;Q15022,"R-HSA-6804998;R-HSA-3240787;R-HSA-3209111;R-HSA-168136;R-HSA-3240957;R-HSA-3240765;R-HSA-3240766;R-HSA-3222593;R-HSA-3229089;R-HSA-3223200;R-HSA-450292;R-HSA-450325;R-HSA-3240295;R-HSA-3240777;R-HSA-3240783;R-HSA-3240782;R-HSA-3229102"
R-HSA-5654706,"FRS-mediated FGFR3 signaling",0,26,4,198,0.0018493491713493136,0.9253938886074998,0.9253938886074998,2,9,7.510013351134847E-4,9606,Homo sapiens,"","",ID2;INSR;CREB5;IGF1R,O43559;Q06124,"R-HSA-5654623;R-HSA-5654633"
R-HSA-8854691,"Interleukin-20 family signaling",0,29,3,199,0.0020627356141973115,0.9253938886074998,0.9253938886074998,11,56,0.004672897196261682,9606,Homo sapiens,"","",INSR;BICD1;IGF1R,P40763;Q06124,"R-HSA-8987161;R-HSA-8987132;R-HSA-8987214;R-HSA-8987104;R-HSA-6784765;R-HSA-8982162;R-HSA-8982165;R-HSA-8987156;R-HSA-8987236;R-HSA-8987063;R-HSA-8987014"
R-HSA-5654712,"FRS-mediated FGFR4 signaling",0,27,4,198,0.0019204779856319795,0.9262777477473662,0.9262777477473662,2,9,7.510013351134847E-4,9606,Homo sapiens,"","",ID2;INSR;CREB5;IGF1R,O43559;Q06124,"R-HSA-5654658;R-HSA-5654651"
R-HSA-6811434,"COPI-dependent Golgi-to-ER retrograde traffic",1,107,1,122,0.007610783128245252,0.9271511798332573,0.9271511798332573,4,11,9.17890520694259E-4,9606,Homo sapiens,"KIF2A","O00139",ELOVL4,O75396;Q12981,"R-HSA-6811426;R-HSA-6811423;R-HSA-6811422;R-HSA-6811417"
R-HSA-5218920,"VEGFR2 mediated vascular permeability",1,44,4,185,0.0031296678284373,0.9271511798332573,0.9271511798332573,4,15,0.0012516688918558078,9606,Homo sapiens,"JUP","P14923",ASXL1;CAV2;FOXO1;FKBP5,P07900;P31749;Q03135,"R-HSA-202129;R-HSA-202144;R-HSA-5357477;R-HSA-202137"
R-HSA-70326,"Glucose metabolism",1,141,0,87,0.010029162813855894,0.9271511798332573,0.9271511798332573,1,50,0.004172229639519359,9606,Homo sapiens,"PPP2R1B","",,,"R-HSA-163750"
R-HSA-5654693,"FRS-mediated FGFR1 signaling",0,30,4,198,0.0021338644284799773,0.9288672513720126,0.9288672513720126,2,9,7.510013351134847E-4,9606,Homo sapiens,"","",ID2;INSR;CREB5;IGF1R,O43559;Q06124,"R-HSA-5654571;R-HSA-5654584"
R-HSA-418885,"DCC mediated attractive signaling",0,19,1,212,0.0013514474713706523,0.9288672513720126,0.9288672513720126,1,12,0.0010013351134846463,9606,Homo sapiens,"","",EPHA2,Q05397,"R-HSA-373720"
R-HSA-5654727,"Negative regulation of FGFR2 signaling",0,41,4,188,0.0029162813855893024,0.9297101315239202,0.9297101315239202,2,14,0.0011682242990654205,9606,Homo sapiens,"","",INSR;RUNX1T1;CREB5;IGF1R,O43597;Q06124,"R-HSA-1295604;R-HSA-1549564"
R-HSA-5654726,"Negative regulation of FGFR1 signaling",0,39,4,190,0.0027740237570239704,0.9297101315239202,0.9297101315239202,2,15,0.0012516688918558078,9606,Homo sapiens,"","",INSR;RUNX1T1;CREB5;IGF1R,O43597;Q06124,"R-HSA-1295604;R-HSA-1549564"
R-HSA-8853338,"Signaling by FGFR3 point mutants in cancer",0,41,1,189,0.0029162813855893024,0.9305430660531266,0.9305430660531266,2,19,0.0015854472630173564,9606,Homo sapiens,"","",INSR,P19174,"R-HSA-5655247;R-HSA-5655244"
R-HSA-5655332,"Signaling by FGFR3 in disease",0,41,1,189,0.0029162813855893024,0.9305430660531266,0.9305430660531266,2,28,0.002336448598130841,9606,Homo sapiens,"","",INSR,P19174,"R-HSA-5655247;R-HSA-5655244"
R-HSA-2565942,"Regulation of PLK1 Activity at G2/M Transition",1,92,1,140,0.006543850914005263,0.9313661718180828,0.9313661718180828,4,12,0.0010013351134846463,9606,Homo sapiens,"DLC1","P63167",CREB5,Q96IF1,"R-HSA-3000319;R-HSA-2574845;R-HSA-3000310;R-HSA-2574840"
R-HSA-5654700,"FRS-mediated FGFR2 signaling",0,33,4,198,0.002347250871327975,0.9313661718180828,0.9313661718180828,2,9,7.510013351134847E-4,9606,Homo sapiens,"","",ID2;INSR;CREB5;IGF1R,O43559;Q06124,"R-HSA-5654608;R-HSA-5654603"
R-HSA-4615885,"SUMOylation of DNA replication proteins",0,50,1,188,0.0035564407141332956,0.9321795643100017,0.9321795643100017,8,8,6.675567423230974E-4,9606,Homo sapiens,"","",SATB1,P63279,"R-HSA-4641350;R-HSA-4615910;R-HSA-5228525;R-HSA-4641362;R-HSA-4641345;R-HSA-4641342;R-HSA-4655404;R-HSA-4655355"
R-HSA-5625886,"Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3",1,49,1,180,0.0034853118998506294,0.9329833576687985,0.9329833576687985,8,11,9.17890520694259E-4,9606,Homo sapiens,"H3F3B;H3F3A","P84243",CCDC14,O60341,"R-HSA-5625797;R-HSA-5625796;R-HSA-5625774;R-HSA-5625870;R-HSA-5625849;R-HSA-5625848;R-HSA-5625784;R-HSA-5625883"
R-HSA-2028269,"Signaling by Hippo",0,22,1,218,0.00156483391421865,0.9329833576687985,0.9329833576687985,8,30,0.0025033377837116156,9606,Homo sapiens,"","",RUNX1,Q9GZV5,"R-HSA-2028735;R-HSA-2066299;R-HSA-2028651;R-HSA-2060328;R-HSA-2028661;R-HSA-2064418;R-HSA-2064417;R-HSA-2032768"
R-HSA-6804756,"Regulation of TP53 Activity through Phosphorylation",1,95,1,139,0.0067572373568532615,0.9329833576687985,0.9329833576687985,5,26,0.0021695594125500667,9606,Homo sapiens,"DYRK2","Q92630",FKBP5,Q15831,"R-HSA-6798374;R-HSA-6798373;R-HSA-6798372;R-HSA-3222020;R-HSA-6805035"
R-HSA-5668541,"TNFR2 non-canonical NF-kB pathway",0,104,1,143,0.007397396685397254,0.933777664698826,0.933777664698826,1,43,0.003588117489986649,9606,Homo sapiens,"","",EMP1,Q92838,"R-HSA-5669012"
R-HSA-5668599,"RHO GTPases Activate NADPH Oxidases",0,38,3,192,0.0027028949427413047,0.9345625968844378,0.9345625968844378,1,14,0.0011682242990654205,9606,Homo sapiens,"","",GLI1;TP63;PBX1,Q13526,"R-HSA-9626816"
R-HSA-8878166,"Transcriptional regulation by RUNX2",4,147,6,497,0.010455935699551888,0.9358529662386968,0.9358529662386968,12,84,0.007009345794392523,9606,Homo sapiens,"COL1A1;HEY1;RUNX1","P02452;ENSG00000108821;Q9Y5J3;Q01196",BCL2;CHI3L1;BICD1;TP63;E2F8;RUNX1,Q9UNE7;P17931;Q9GZV5;Q9UPW6;Q13951;Q07812;P49841,"R-HSA-8985275;R-HSA-9008475;R-HSA-8985627;R-HSA-9009309;R-HSA-8985644;R-HSA-9008476;R-HSA-9009308;R-HSA-8938382;R-HSA-8865425;R-HSA-9008177;R-HSA-2064932;R-HSA-9008839"
R-HSA-4641265,"Repression of WNT target genes",1,16,1,217,0.0011380610285226546,0.9368622397400695,0.9368622397400695,5,7,5.841121495327102E-4,9606,Homo sapiens,"TLE1","Q04724",ZMYM2,Q13547,"R-HSA-4649028;R-HSA-8944349;R-HSA-4641231;R-HSA-5229348;R-HSA-4641229"
R-HSA-9008059,"Interleukin-37 signaling",0,36,1,201,0.0025606373141759727,0.9368622397400695,0.9368622397400695,1,14,0.0011682242990654205,9606,Homo sapiens,"","",BICD1,P40763,"R-HSA-9009072"
R-HSA-1989781,"PPARA activates gene expression",3,174,4,339,0.012376413685183867,0.9370900151476173,0.9370900151476173,5,41,0.0034212283044058743,9606,Homo sapiens,"MTF1;NPAS2","Q99743;ENSG00000170485;Q14872",JUP;ELOVL4;FOXO1;CLN5,Q14192;P37268,"R-HSA-879724;R-HSA-1655850;R-HSA-1368065;R-HSA-1655826;R-HSA-1989747"
R-HSA-937061,"TRIF(TICAM1)-mediated TLR4 signaling ",3,107,9,443,0.007610783128245252,0.9376325876896326,0.9376325876896326,14,57,0.004756341789052069,9606,Homo sapiens,"DUSP4;PPP2R1B;DUSP6","Q13115;P30154;Q16828",TLE1;BTG1;INSR;SGK1;ETS1;CCDC50;CREB5;FKBP5;IGF1R,Q13546;P01100;P15336;P05412;O15111;Q13158;Q06124;P16220,"R-HSA-168136;R-HSA-2562541;R-HSA-199917;R-HSA-450292;R-HSA-450325;R-HSA-5609665;R-HSA-199959;R-HSA-199895;R-HSA-203797;R-HSA-168053;R-HSA-168440;R-HSA-168921;R-HSA-199935;R-HSA-166271"
R-HSA-166166,"MyD88-independent TLR4 cascade ",3,107,9,443,0.007610783128245252,0.9376325876896326,0.9376325876896326,14,59,0.004923230974632844,9606,Homo sapiens,"DUSP4;PPP2R1B;DUSP6","Q13115;P30154;Q16828",TLE1;BTG1;INSR;SGK1;ETS1;CCDC50;CREB5;FKBP5;IGF1R,Q13546;P01100;P15336;P05412;O15111;Q13158;Q06124;P16220,"R-HSA-168136;R-HSA-2562541;R-HSA-199917;R-HSA-450292;R-HSA-450325;R-HSA-5609665;R-HSA-199959;R-HSA-199895;R-HSA-203797;R-HSA-168053;R-HSA-168440;R-HSA-168921;R-HSA-199935;R-HSA-166271"
R-HSA-2428928,"IRS-related events triggered by IGF1R",1,68,1,171,0.0048367593712212815,0.9383504466217062,0.9383504466217062,3,12,0.0010013351134846463,9606,Homo sapiens,"IGF1R","P08069",INSR,Q9Y4H2,"R-HSA-2428930;R-HSA-2428926;R-HSA-2428922"
R-HSA-111885,"Opioid Signalling",3,111,4,405,0.007895298385375915,0.9387048417680719,0.9387048417680719,13,57,0.004756341789052069,9606,Homo sapiens,"PPP2R1B;PLCB1;GNG11","P61952;P30154;Q9NQ66",DUSP4;BCL2;SGK1;ETS1,P28482;P16220,"R-HSA-112037;R-HSA-111879;R-HSA-167429;R-HSA-111912;R-HSA-167433;R-HSA-111916;R-HSA-112271;R-HSA-111919;R-HSA-167408;R-HSA-167419;R-HSA-111898;R-HSA-201790;R-HSA-111870"
R-HSA-5250924,"B-WICH complex positively regulates rRNA expression",1,62,2,181,0.004409986485525286,0.9390813989079092,0.9390813989079092,3,3,2.5033377837116157E-4,9606,Homo sapiens,"H3F3B;H3F3A","P84243",CITED2;BICD1,P49841;Q09472,"R-HSA-5250930;R-HSA-5250947;R-HSA-5250938"
R-HSA-1839124,"FGFR1 mutant receptor activation",1,48,2,192,0.0034141830855679636,0.9390813989079092,0.9390813989079092,8,25,0.0020861148197596794,9606,Homo sapiens,"ZMYM2","Q9UBW7",INSR;IGF1R,P27986,"R-HSA-1839039;R-HSA-1839112;R-HSA-1839080;R-HSA-1839065;R-HSA-1839114;R-HSA-1839078;R-HSA-1839031;R-HSA-1839091"
R-HSA-453276,"Regulation of mitotic cell cycle",0,90,3,164,0.006401593285439932,0.9390813989079092,0.9390813989079092,4,38,0.003170894526034713,9606,Homo sapiens,"","",INSR;ZNF207;FOXO1,O43684;Q13257;P06493,"R-HSA-141429;R-HSA-174255;R-HSA-174157;R-HSA-141437"
R-HSA-174143,"APC/C-mediated degradation of cell cycle proteins",0,90,3,164,0.006401593285439932,0.9390813989079092,0.9390813989079092,4,38,0.003170894526034713,9606,Homo sapiens,"","",INSR;ZNF207;FOXO1,O43684;Q13257;P06493,"R-HSA-141429;R-HSA-174255;R-HSA-174157;R-HSA-141437"
R-HSA-375165,"NCAM signaling for neurite out-growth",0,69,2,175,0.004907888185503947,0.9398037210499208,0.9398037210499208,2,23,0.0019192256341789052,9606,Homo sapiens,"","",SGK1;EPHA2,Q05397;P16220,"R-HSA-391865;R-HSA-199935"
R-HSA-69306,"DNA Replication",0,141,1,122,0.010029162813855894,0.9398037210499208,0.9398037210499208,1,47,0.003921895861148198,9606,Homo sapiens,"","",H3F3B;H3F3A,P49736,"R-HSA-69019"
R-HSA-2428924,"IGF1R signaling cascade",1,71,1,171,0.00505014581406928,0.9405175145110591,0.9405175145110591,6,17,0.0014185580774365822,9606,Homo sapiens,"IGF1R","P08069",INSR,Q9Y4H2,"R-HSA-2404193;R-HSA-2404195;R-HSA-2428930;R-HSA-2428926;R-HSA-5686072;R-HSA-2428922"
R-HSA-2404192,"Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)",1,72,1,171,0.0051212746283519454,0.9412228795668175,0.9412228795668175,8,19,0.0015854472630173564,9606,Homo sapiens,"IGF1R","P08069",INSR,Q9Y4H2,"R-HSA-2404199;R-HSA-2404193;R-HSA-2404195;R-HSA-2428930;R-HSA-2428926;R-HSA-2404200;R-HSA-5686072;R-HSA-2428922"
R-HSA-674695,"RNA Polymerase II Pre-transcription Events",0,88,1,174,0.0062593356568746,0.9412228795668175,0.9412228795668175,1,17,0.0014185580774365822,9606,Homo sapiens,"","",FKBP5,P50750,"R-HSA-112430"
R-HSA-6804757,"Regulation of TP53 Degradation",2,43,4,352,0.003058539014154634,0.9418516353175305,0.9418516353175305,17,30,0.0025033377837116156,9606,Homo sapiens,"PPP2R1B;SGK1","O00141;P30154",EGR1;H3F3B;USP54;H3F3A;IGF1R,Q8N726;Q9UER7;Q00987;O75604,"R-HSA-6792871;R-HSA-6804998;R-HSA-6804741;R-HSA-5689972;R-HSA-6795460;R-HSA-198599;R-HSA-6793666;R-HSA-3222072;R-HSA-3215295;R-HSA-6795667;R-HSA-6795473;R-HSA-3700992;R-HSA-6792863;R-HSA-6805022;R-HSA-6793661;R-HSA-6804955;R-HSA-6795290"
R-HSA-6811442,"Intra-Golgi and retrograde Golgi-to-ER traffic",3,218,1,314,0.015506081513621168,0.9423254592524725,0.9423254592524725,9,48,0.004005340453938585,9606,Homo sapiens,"KIF2A;DLC1;BICD1","O00139;P63167;Q96G01",ELOVL4,Q15836;O75396;Q12981;O75379,"R-HSA-6814678;R-HSA-8849350;R-HSA-8849348;R-HSA-6811426;R-HSA-6811423;R-HSA-6811422;R-HSA-6814683;R-HSA-6811417;R-HSA-8849353"
R-HSA-6807505,"RNA polymerase II transcribes snRNA genes",0,94,1,156,0.006686108542570596,0.9426087197079329,0.9426087197079329,1,11,9.17890520694259E-4,9606,Homo sapiens,"","",RUNX1T1,P08047,"R-HSA-6807496"
R-HSA-446219,"Synthesis of substrates in N-glycan biosythesis",1,131,0,115,0.009317874671029234,0.9426087197079329,0.9426087197079329,1,48,0.004005340453938585,9606,Homo sapiens,"ST6GAL1","",,,"R-HSA-4085033"
R-HSA-204005,"COPII-mediated vesicle transport",0,77,2,182,0.005476918699765275,0.9432893895289443,0.9432893895289443,2,16,0.0013351134846461949,9606,Homo sapiens,"","",ELOVL4;CCDC14,O15155;O14653;P48730,"R-HSA-5694425;R-HSA-5694441"
R-HSA-264876,"Insulin processing",0,30,2,222,0.0021338644284799773,0.9432893895289443,0.9432893895289443,2,16,0.0013351134846461949,9606,Homo sapiens,"","",ELOVL4;USP54,Q8IWU4;Q8IYI6,"R-HSA-437136;R-HSA-265177"
R-HSA-909733,"Interferon alpha/beta signaling",2,184,3,215,0.013087701828010527,0.944097207258329,0.944097207258329,4,20,0.0016688918558077437,9606,Homo sapiens,"EGR1","ENSG00000120738;P18146",ELOVL4;INSR;IGF1R,P18031;Q06124,"R-HSA-997311;R-HSA-997309;R-HSA-1015702;R-HSA-1015699"
R-HSA-6791312,"TP53 Regulates Transcription of Cell Cycle Genes",2,65,4,348,0.004623372928373284,0.9457271887216895,0.9457271887216895,10,42,0.0035046728971962616,9606,Homo sapiens,"TFDP2;E2F8","A0AVK6;Q14188",CITED2;BCL2;QKI;E2F8,Q96AV8;Q86X55;Q07812;Q09472,"R-HSA-3215152;R-HSA-6803892;R-HSA-8953037;R-HSA-6798353;R-HSA-6798268;R-HSA-6798347;R-HSA-8952996;R-HSA-6798299;R-HSA-6798282;R-HSA-8953013"
R-HSA-5655253,"Signaling by FGFR2 in disease",0,63,1,194,0.004481115299807952,0.9472078618551029,0.9472078618551029,2,28,0.002336448598130841,9606,Homo sapiens,"","",INSR,P19174,"R-HSA-5655343;R-HSA-5654748"
R-HSA-69563,"p53-Dependent G1 DNA Damage Response",0,70,2,192,0.004979016999786614,0.9478342063832883,0.9478342063832883,6,22,0.001835781041388518,9606,Homo sapiens,"","",ETS1;IGF1R,Q8NHY2;Q00987,"R-HSA-349444;R-HSA-6804741;R-HSA-264418;R-HSA-264435;R-HSA-264444;R-HSA-6804955"
R-HSA-69580,"p53-Dependent G1/S DNA damage checkpoint",0,70,2,192,0.004979016999786614,0.9478342063832883,0.9478342063832883,6,22,0.001835781041388518,9606,Homo sapiens,"","",ETS1;IGF1R,Q8NHY2;Q00987,"R-HSA-349444;R-HSA-6804741;R-HSA-264418;R-HSA-264435;R-HSA-264444;R-HSA-6804955"
R-HSA-72737,"Cap-dependent Translation Initiation",0,130,1,133,0.009246745856746568,0.9478342063832883,0.9478342063832883,2,18,0.0015020026702269693,9606,Homo sapiens,"","",RBM4,Q04637,"R-HSA-72631;R-HSA-72619"
R-HSA-72613,"Eukaryotic Translation Initiation",0,130,1,134,0.009246745856746568,0.9484531509873396,0.9484531509873396,2,21,0.0017523364485981308,9606,Homo sapiens,"","",RBM4,Q04637,"R-HSA-72631;R-HSA-72619"
R-HSA-168273,"Influenza Viral RNA Transcription and Replication",0,175,1,85,0.012447542499466533,0.9484531509873396,0.9484531509873396,1,15,0.0012516688918558078,9606,Homo sapiens,"","",FKBP5,P07900,"R-HSA-192830"
R-HSA-5696399,"Global Genome Nucleotide Excision Repair (GG-NER)",0,92,1,172,0.006543850914005263,0.9484531509873396,0.9484531509873396,1,20,0.0016688918558077437,9606,Homo sapiens,"","",SATB1,P63279,"R-HSA-6790454"
R-HSA-375276,"Peptide ligand-binding receptors",2,202,4,218,0.014368020485098514,0.9488528699994851,0.9488528699994851,8,75,0.006258344459279038,9606,Homo sapiens,"CXCL11;CXCL12","P48061;O14625",CXCL11;CXCL12;ELOVL4;EMP1,P78556;Q99616;P48061;O15444;P13501;O60883;P25025,"R-HSA-373061;R-HSA-373813;R-HSA-374214;R-HSA-373074;R-HSA-5336184;R-HSA-8862733;R-HSA-373087;R-HSA-374248"
R-HSA-400206,"Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)",3,176,4,367,0.0125186713137492,0.9494286260469055,0.9494286260469055,5,44,0.003671562082777036,9606,Homo sapiens,"MTF1;NPAS2","Q99743;ENSG00000170485;Q14872",JUP;ELOVL4;FOXO1;CLN5,Q14192;P37268,"R-HSA-879724;R-HSA-1655850;R-HSA-1368065;R-HSA-1655826;R-HSA-1989747"
R-HSA-1227986,"Signaling by ERBB2",2,67,4,345,0.004765630556938616,0.9498562166228155,0.9498562166228155,31,43,0.003588117489986649,9606,Homo sapiens,"NRG1","Q02297-10;Q02297",HOMER2;INSR;MEIS2;E2F8,Q9UNE7;Q13882;P19174;Q9H4P4;P29353,"R-HSA-1250195;R-HSA-1251922;R-HSA-8848005;R-HSA-6785636;R-HSA-1358801;R-HSA-1306969;R-HSA-1250463;R-HSA-1250462;R-HSA-1306972;R-HSA-1358789;R-HSA-1918092;R-HSA-1358790;R-HSA-6785648;R-HSA-1963589;R-HSA-1247497;R-HSA-1358798;R-HSA-1306953;R-HSA-1358792;R-HSA-1250189;R-HSA-1963586;R-HSA-1358795;R-HSA-1963581;R-HSA-1963582;R-HSA-1250486;R-HSA-1963578;R-HSA-1306979;R-HSA-1963563;R-HSA-1250346;R-HSA-8863804;R-HSA-1251944;R-HSA-8847995"
R-HSA-76005,"Response to elevated platelet cytosolic Ca2+",1,144,1,111,0.010242549256703891,0.950266450736502,0.950266450736502,2,14,0.0011682242990654205,9606,Homo sapiens,"PCDH7","O60245",STK38L,O43852,"R-HSA-481044;R-HSA-350745"
R-HSA-445144,"Signal transduction by L1",0,25,2,234,0.0017782203570666478,0.9514398866918916,0.9514398866918916,1,11,9.17890520694259E-4,9606,Homo sapiens,"","",SH3BGRL;CAV2,P00533,"R-HSA-445069"
R-HSA-5685938,"HDR through Single Strand Annealing (SSA)",0,39,1,227,0.0027740237570239704,0.9520162246652817,0.9520162246652817,1,6,5.006675567423231E-4,9606,Homo sapiens,"","",ATXN1,Q92993,"R-HSA-5686657"
R-HSA-3928662,"EPHB-mediated forward signaling",0,51,3,218,0.0036275695284159614,0.9520162246652817,0.9520162246652817,3,26,0.0021695594125500667,9606,Homo sapiens,"","",ATXN1;DLC1;EPHA2,P20936;P23528;Q05397,"R-HSA-3928588;R-HSA-3928608;R-HSA-4093330"
R-HSA-1660499,"Synthesis of PIPs at the plasma membrane",1,69,0,191,0.004907888185503947,0.9520162246652817,0.9520162246652817,1,33,0.002753671562082777,9606,Homo sapiens,"PIK3C2A","",,,"R-HSA-1676109"
